ParkName,Region,State,Year,RecreationVisits
Great Smoky Mountains NP,Southeast,TN,1980,8440953
Acadia NP,Northeast,ME,1980,2779666
Rocky Mountain NP,Intermountain,CO,1980,2641937
Grand Teton NP,Intermountain,WY,1980,2555627
Yosemite NP,Pacific West,CA,1980,2490282
Grand Canyon NP,Intermountain,AZ,1980,2304973
Olympic NP,Pacific West,WA,1980,2032418
Yellowstone NP,Intermountain,WY,1980,2000269
Gateway Arch NP,Midwest,MO,1980,1928825
Shenandoah NP,Northeast,VA,1980,1699228
Hawaii Volcanoes NP,Pacific West,HI,1980,1692338
Mammoth Cave NP,Southeast,KY,1980,1495787
Glacier NP,Intermountain,MT,1980,1474578
Mount Rainier NP,Pacific West,WA,1980,1268256
Indiana Dunes NP,Midwest,IN,1980,1222874
Hot Springs NP,Midwest,AR,1980,1160588
Zion NP,Intermountain,UT,1980,1123846
Badlands NP,Midwest,SD,1980,952652
Sequoia NP,Pacific West,CA,1980,862397
Kings Canyon NP,Pacific West,CA,1980,819065
North Cascades NP,Pacific West,WA,1980,796079
Everglades NP,Southeast,FL,1980,744244
Petrified Forest NP,Intermountain,AZ,1980,683121
Carlsbad Caverns NP,Intermountain,NM,1980,672963
Death Valley NP,Pacific West,CA,1980,618140
Saguaro NP,Intermountain,AZ,1980,611317
Theodore Roosevelt NP,Midwest,ND,1980,595734
Bryce Canyon NP,Intermountain,UT,1980,571541
Cuyahoga Valley NP,Midwest,OH,1980,563300
Haleakala NP,Pacific West,HI,1980,560238
Virgin Islands NP,Southeast,VI,1980,547918
Joshua Tree NP,Pacific West,CA,1980,545357
Mesa Verde NP,Intermountain,CO,1980,539257
White Sands NP,Intermountain,NM,1980,511476
Wind Cave NP,Midwest,SD,1980,473061
Redwood NP,Pacific West,CA,1980,471710
Crater Lake NP,Pacific West,OR,1980,455143
Lassen Volcanic NP,Pacific West,CA,1980,394425
Capitol Reef NP,Intermountain,UT,1980,342788
Black Canyon of the Gunnison NP,Intermountain,CO,1980,336119
Arches NP,Intermountain,UT,1980,290519
Voyageurs NP,Midwest,MN,1980,266935
Biscayne NP,Southeast,FL,1980,248071
Denali NP & PRES,Alaska,AK,1980,216361
Big Bend NP,Intermountain,TX,1980,174008
Pinnacles NP,Pacific West,CA,1980,163626
Great Sand Dunes NP & PRES,Intermountain,CO,1980,142427
Guadalupe Mountains NP,Intermountain,TX,1980,113825
Channel Islands NP,Pacific West,CA,1980,104574
Glacier Bay NP & PRES,Alaska,AK,1980,95005
Canyonlands NP,Intermountain,UT,1980,56505
Great Basin NP,Pacific West,NV,1980,33383
Isle Royale NP,Midwest,MI,1980,14977
Katmai NP & PRES,Alaska,AK,1980,11824
Dry Tortugas NP,Southeast,FL,1980,8644
